step,operation,part_or_aid_id,axis,attach_to,support_stud_sites,support_class,condition
55,PLACE_PROTOTYPE_PART,MON-F-00063,-Z,MON-F-00025,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
56,PLACE_PROTOTYPE_PART,MON-F-00074,-Z,MON-F-00027,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
57,PLACE_PROTOTYPE_PART,MON-R2-00012,-Z,MON-F-00024,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
58,PLACE_PROTOTYPE_PART,MON-R2-00013,-Z,MON-F-00025,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
59,PLACE_PROTOTYPE_PART,MON-R2-00014,-Z,MON-F-00027,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
60,PLACE_PROTOTYPE_PART,MON-R2-00015,-Z,MON-R2-00002,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
61,PLACE_PROTOTYPE_PART,MON-F-00091,-Z,MON-R2-00001,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
62,PLACE_PROTOTYPE_PART,MON-F-00092,-Z,MON-R2-00001,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
63,PLACE_PROTOTYPE_PART,MON-F-00093,-Z,MON-R2-00001,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
64,PLACE_PROTOTYPE_PART,MON-R2-00016,-Z,MON-R2-00003,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
65,PLACE_PROTOTYPE_PART,MON-R2-00017,-Z,MON-R2-00004,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
66,PLACE_PROTOTYPE_PART,MON-F-00101,-Z,MON-R2-00002,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
67,PLACE_PROTOTYPE_PART,MON-F-00102,-Z,MON-R2-00002,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
68,PLACE_PROTOTYPE_PART,MON-F-00103,-Z,MON-R2-00002,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
69,PLACE_PROTOTYPE_PART,MON-F-00104,-Z,MON-R2-00001,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
70,PLACE_PROTOTYPE_PART,MON-F-00105,-Z,MON-R2-00003,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
71,PLACE_PROTOTYPE_PART,MON-F-00106,-Z,MON-R2-00003,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
72,PLACE_PROTOTYPE_PART,MON-F-00107,-Z,MON-R2-00003,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
73,PLACE_PROTOTYPE_PART,MON-R2-00018,-Z,MON-R2-00005,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
74,PLACE_PROTOTYPE_PART,MON-F-00114,-Z,MON-R2-00006,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
75,PLACE_PROTOTYPE_PART,MON-F-00115,-Z,MON-R2-00006,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
76,PLACE_PROTOTYPE_PART,MON-F-00116,-Z,MON-R2-00006,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
77,PLACE_PROTOTYPE_PART,MON-F-00117,-Z,MON-F-00059,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
78,PLACE_PROTOTYPE_PART,MON-F-00118,-Z,MON-F-00059,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
79,PLACE_PROTOTYPE_PART,MON-F-00119,-Z,MON-F-00059,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
80,PLACE_PROTOTYPE_PART,MON-F-00120,-Z,MON-F-00070,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
81,PLACE_PROTOTYPE_PART,MON-F-00121,-Z,MON-R2-00005,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
82,PLACE_PROTOTYPE_PART,MON-R2-00019,-Z,MON-R2-00005,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
83,PLACE_PROTOTYPE_PART,MON-R2-00020,-Z,MON-R2-00008,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
84,PLACE_PROTOTYPE_PART,MON-F-00127,-Z,MON-R2-00008,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
85,PLACE_PROTOTYPE_PART,MON-F-00128,-Z,MON-R2-00008,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
86,PLACE_PROTOTYPE_PART,MON-F-00129,-Z,MON-F-00061,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
87,PLACE_PROTOTYPE_PART,MON-F-00130,-Z,MON-F-00061,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
88,PLACE_PROTOTYPE_PART,MON-F-00131,-Z,MON-F-00072,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
89,PLACE_PROTOTYPE_PART,MON-F-00132,-Z,MON-F-00072,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
90,PLACE_PROTOTYPE_PART,MON-F-00133,-Z,MON-F-00084,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
91,PLACE_PROTOTYPE_PART,MON-R2-00021,-Z,MON-F-00084,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
92,PLACE_PROTOTYPE_PART,MON-R2-00022,-Z,MON-R2-00011,5,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
93,PLACE_PROTOTYPE_PART,MON-F-00138,-Z,MON-R2-00011,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
94,PLACE_PROTOTYPE_PART,MON-F-00139,-Z,MON-R2-00011,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
95,PLACE_PROTOTYPE_PART,MON-F-00140,-Z,MON-R2-00011,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
96,PLACE_PROTOTYPE_PART,MON-F-00141,-Z,MON-F-00063,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
97,PLACE_PROTOTYPE_PART,MON-F-00142,-Z,MON-F-00074,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
98,PLACE_PROTOTYPE_PART,MON-F-00143,-Z,MON-F-00074,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
99,PLACE_PROTOTYPE_PART,MON-F-00144,-Z,MON-R2-00010,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
100,PLACE_PROTOTYPE_PART,MON-R2-00023,-Z,MON-R2-00010,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
101,PLACE_PROTOTYPE_PART,MON-R2-00024,-Z,MON-R2-00012,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
102,PLACE_PROTOTYPE_PART,MON-R2-00025,-Z,MON-R2-00012,5,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
103,PLACE_PROTOTYPE_PART,MON-R2-00026,-Z,MON-R2-00012,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
104,PLACE_PROTOTYPE_PART,MON-R2-00027,-Z,MON-R2-00013,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
105,PLACE_PROTOTYPE_PART,MON-R2-00028,-Z,MON-R2-00013,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
106,PLACE_PROTOTYPE_PART,MON-R2-00029,-Z,MON-R2-00014,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
107,PLACE_PROTOTYPE_PART,MON-R2-00030,-Z,MON-R2-00014,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
108,PLACE_PROTOTYPE_PART,MON-R2-00031,-Z,MON-F-00092,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
109,PLACE_PROTOTYPE_PART,MON-R2-00032,-Z,MON-R2-00015,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
110,PLACE_PROTOTYPE_PART,MON-F-00216,-Z,MON-F-00093,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
111,PLACE_PROTOTYPE_PART,MON-R2-00033,-Z,MON-R2-00016,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
112,PLACE_PROTOTYPE_PART,MON-R2-00034,-Z,MON-R2-00017,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
113,PLACE_PROTOTYPE_PART,MON-F-00186,-Z,MON-R2-00015,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
114,PLACE_PROTOTYPE_PART,MON-F-00203,-Z,MON-F-00092,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
115,PLACE_PROTOTYPE_PART,MON-F-00217,-Z,MON-R2-00016,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
116,PLACE_PROTOTYPE_PART,MON-F-00187,-Z,MON-F-00101,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
117,PLACE_PROTOTYPE_PART,MON-F-00204,-Z,MON-F-00104,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
118,PLACE_PROTOTYPE_PART,MON-F-00218,-Z,MON-F-00105,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
119,PLACE_PROTOTYPE_PART,MON-F-00232,-Z,MON-F-00107,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
120,PLACE_PROTOTYPE_PART,MON-R2-00035,-Z,MON-R2-00018,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
121,PLACE_PROTOTYPE_PART,MON-F-00171,-Z,MON-R2-00017,5,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
122,PLACE_PROTOTYPE_PART,MON-F-00188,-Z,MON-F-00101,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
123,PLACE_PROTOTYPE_PART,MON-F-00205,-Z,MON-F-00103,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
124,PLACE_PROTOTYPE_PART,MON-F-00219,-Z,MON-F-00105,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
125,PLACE_PROTOTYPE_PART,MON-F-00233,-Z,MON-R2-00018,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
126,PLACE_PROTOTYPE_PART,MON-R2-00036,-Z,MON-R2-00019,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
127,PLACE_PROTOTYPE_PART,MON-R2-00037,-Z,MON-F-00114,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
128,PLACE_PROTOTYPE_PART,MON-F-00189,-Z,MON-F-00115,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
129,PLACE_PROTOTYPE_PART,MON-F-00206,-Z,MON-F-00118,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
130,PLACE_PROTOTYPE_PART,MON-F-00220,-Z,MON-F-00119,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
131,PLACE_PROTOTYPE_PART,MON-F-00234,-Z,MON-F-00121,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
132,PLACE_PROTOTYPE_PART,MON-R2-00038,-Z,MON-F-00114,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
133,PLACE_PROTOTYPE_PART,MON-F-00190,-Z,MON-F-00115,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
134,PLACE_PROTOTYPE_PART,MON-F-00207,-Z,MON-F-00117,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
135,PLACE_PROTOTYPE_PART,MON-F-00221,-Z,MON-F-00119,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
136,PLACE_PROTOTYPE_PART,MON-F-00235,-Z,MON-F-00121,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
137,PLACE_PROTOTYPE_PART,MON-F-00249,-Z,MON-R2-00019,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
138,PLACE_PROTOTYPE_PART,MON-R2-00039,-Z,MON-R2-00020,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
139,PLACE_PROTOTYPE_PART,MON-F-00191,-Z,MON-F-00127,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
140,PLACE_PROTOTYPE_PART,MON-F-00208,-Z,MON-F-00129,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
141,PLACE_PROTOTYPE_PART,MON-F-00222,-Z,MON-F-00132,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
142,PLACE_PROTOTYPE_PART,MON-F-00236,-Z,MON-F-00133,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
143,PLACE_PROTOTYPE_PART,MON-F-00250,-Z,MON-R2-00021,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
144,PLACE_PROTOTYPE_PART,MON-R2-00040,-Z,MON-R2-00020,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
145,PLACE_PROTOTYPE_PART,MON-F-00192,-Z,MON-F-00127,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
146,PLACE_PROTOTYPE_PART,MON-F-00209,-Z,MON-F-00130,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
147,PLACE_PROTOTYPE_PART,MON-F-00223,-Z,MON-F-00131,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
148,PLACE_PROTOTYPE_PART,MON-F-00237,-Z,MON-F-00133,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
149,PLACE_PROTOTYPE_PART,MON-F-00251,-Z,MON-R2-00021,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
150,PLACE_PROTOTYPE_PART,MON-R2-00041,-Z,MON-R2-00022,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
151,PLACE_PROTOTYPE_PART,MON-F-00193,-Z,MON-F-00139,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
152,PLACE_PROTOTYPE_PART,MON-F-00210,-Z,MON-F-00140,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
153,PLACE_PROTOTYPE_PART,MON-F-00224,-Z,MON-F-00142,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
154,PLACE_PROTOTYPE_PART,MON-F-00238,-Z,MON-F-00144,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
155,PLACE_PROTOTYPE_PART,MON-R2-00042,-Z,MON-R2-00023,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
156,PLACE_PROTOTYPE_PART,MON-F-00177,-Z,MON-R2-00022,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
157,PLACE_PROTOTYPE_PART,MON-F-00194,-Z,MON-F-00138,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
158,PLACE_PROTOTYPE_PART,MON-F-00211,-Z,MON-F-00140,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
159,PLACE_PROTOTYPE_PART,MON-F-00225,-Z,MON-F-00143,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
160,PLACE_PROTOTYPE_PART,MON-F-00239,-Z,MON-R2-00023,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
161,PLACE_PROTOTYPE_PART,MON-R2-00043,-Z,MON-R2-00023,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
162,PLACE_PROTOTYPE_PART,MON-F-00178,-Z,MON-R2-00024,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
163,PLACE_PROTOTYPE_PART,MON-F-00195,-Z,MON-R2-00024,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
164,PLACE_PROTOTYPE_PART,MON-F-00212,-Z,MON-R2-00027,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
165,PLACE_PROTOTYPE_PART,MON-F-00226,-Z,MON-R2-00028,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
166,PLACE_PROTOTYPE_PART,MON-R2-00044,-Z,MON-R2-00030,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
167,PLACE_PROTOTYPE_PART,MON-F-00180,-Z,MON-R2-00024,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
168,PLACE_PROTOTYPE_PART,MON-R2-00045,-Z,MON-R2-00024,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
169,PLACE_PROTOTYPE_PART,MON-F-00196,-Z,MON-R2-00024,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
170,PLACE_PROTOTYPE_PART,MON-F-00213,-Z,MON-R2-00026,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
171,PLACE_PROTOTYPE_PART,MON-F-00227,-Z,MON-R2-00028,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
172,PLACE_PROTOTYPE_PART,MON-R2-00046,-Z,MON-R2-00030,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
173,PLACE_PROTOTYPE_PART,MON-R2-00047,-Z,MON-R2-00025,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
174,PLACE_PROTOTYPE_PART,MON-R2-00048,-Z,MON-R2-00027,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
175,PLACE_PROTOTYPE_PART,MON-R2-00049,-Z,MON-R2-00028,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
176,PLACE_PROTOTYPE_PART,MON-R2-00050,-Z,MON-R2-00031,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
177,PLACE_PROTOTYPE_PART,MON-R2-00051,-Z,MON-R2-00031,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
178,PLACE_PROTOTYPE_PART,MON-R2-00052,-Z,MON-R2-00031,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
179,PLACE_PROTOTYPE_PART,MON-R2-00053,-Z,MON-F-00216,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
180,PLACE_PROTOTYPE_PART,MON-F-00265,-Z,MON-F-00186,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
181,PLACE_PROTOTYPE_PART,MON-F-00266,-Z,MON-R2-00032,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
182,PLACE_PROTOTYPE_PART,MON-F-00271,-Z,MON-R2-00033,5,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
183,PLACE_PROTOTYPE_PART,MON-R2-00054,-Z,MON-R2-00034,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
184,PLACE_PROTOTYPE_PART,MON-R2-00055,-Z,MON-R2-00033,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
185,PLACE_PROTOTYPE_PART,MON-R2-00056,-Z,MON-F-00171,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
186,PLACE_PROTOTYPE_PART,MON-F-00279,-Z,MON-R2-00034,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
187,PLACE_PROTOTYPE_PART,MON-F-00280,-Z,MON-R2-00034,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
188,PLACE_PROTOTYPE_PART,MON-F-00281,-Z,MON-F-00187,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
189,PLACE_PROTOTYPE_PART,MON-F-00282,-Z,MON-F-00187,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
190,PLACE_PROTOTYPE_PART,MON-F-00283,-Z,MON-F-00204,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
191,PLACE_PROTOTYPE_PART,MON-F-00284,-Z,MON-F-00218,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
192,PLACE_PROTOTYPE_PART,MON-F-00285,-Z,MON-F-00218,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
193,PLACE_PROTOTYPE_PART,MON-F-00286,-Z,MON-F-00232,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
194,PLACE_PROTOTYPE_PART,MON-F-00287,-Z,MON-F-00232,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
195,PLACE_PROTOTYPE_PART,MON-F-00288,-Z,MON-R2-00035,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
196,PLACE_PROTOTYPE_PART,MON-R2-00057,-Z,MON-R2-00035,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
197,PLACE_PROTOTYPE_PART,MON-R2-00058,-Z,MON-F-00249,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
